Sentence,toxicity,severe_toxicity,sexually_explicit,threat,profanity,identity_attack,Average
"  time I've shared this.

I'm not.

I'm just a guy",0.14901088,0.05896926,0.17837088,0.15691961,0.12555645,0.10796837,0.12946590833333335
  it's been a while since I've had the chance to write something like this but it's,0.059843883,0.023258496,0.05740779,0.06254643,0.051903296,0.04101879,0.049329780833333337
-  tendon-in-the- ass thing was a new year's resolution to make 2016 a,0.5797233,0.29988083,0.8777541,0.21301359,0.72530687,0.07946271,0.4625235666666667
" coward, you are a disgrace to the game.""

‪‬‬‬",0.9480856,0.6441671,0.043909885,0.21283208,0.4361826,0.20566408,0.4151402241666666
  Muslimsh*t and told her that if she didn't leave the United States she would be,0.6049534,0.52526397,0.22130883,0.2996163,0.5617176,0.74570805,0.4930946916666666
” ”b*llshit ” and “noob” ” ,0.88824683,0.74565125,0.68304217,0.1458975,0.9066618,0.39551857,0.6275030200000001
" hottest girls in the world!

",0.64944303,0.4746242,0.8998427,0.6748449,0.56462353,0.41910768,0.6137476733333335
"-ugly food that  doesn't taste good.

""I have no idea but it",0.16932373,0.050481457,0.09273348,0.04513878,0.10286746,0.056556735,0.086183607
" meat that is capable of anything,"" he said.

Trump, Kimmel said, was trying to",0.17010789,0.054155037,0.092154406,0.119240075,0.048129655,0.06368706,0.09124568716666666
" onto my rear end  in a sexual way.""

The woman, who is in her 20",0.8598458,0.6150525,0.97149086,0.5083515,0.7532383,0.4297697,0.6896247766666667
" as ""This is what happens if we don’t get paid,""  said the police.",0.14109868,0.060571473,0.06749414,0.38934344,0.0502059,0.112275116,0.13683145816666667
 of bitches” in a set of  remarks that have drawn a swift and sharp response.,0.9328326,0.7638711,0.37700477,0.13053967,0.9559142,0.51916826,0.6132217666666667
" DUE COURSE?

In what other situation would you expect an unassuming white kid from",0.48864844,0.3053899,0.18925704,0.4754742,0.20737398,0.7448183,0.40182697666666667
ck the West Ham - they don't know what they've signed on their knees. “What,0.5078341,0.3195358,0.7407407,0.24996217,0.5158719,0.1788473,0.41879866166666674
"  like 1,000,000 people in the first year, I'll give them all a �",0.49366355,0.41363937,0.29637378,0.5999862,0.3566408,0.48947772,0.4416302366666667
" ""drama-queen.""
",0.31089434,0.086723,0.045575425,0.09999848,0.06781319,0.2016417,0.1354410225
" sheep and start a revolution!

",0.28041887,0.11948232,0.1511632,0.25715542,0.14577468,0.12910722,0.1805169516666667
" is being one and not being able to afford your rent, electricity bills, and food,"" he said",0.08060179,0.01657486,0.013728816,0.023329636,0.0142162815,0.020614205,0.028177598083333335
"  liberals in our government do will only encourage us to fight back,"" he said, according to the",0.14836876,0.079754435,0.07944933,0.29472205,0.08019357,0.1938447,0.14605547416666667
" her own body parts and, in violation of God’s law, fails to stop when ",0.2714948,0.17104976,0.4896571,0.24244344,0.1546937,0.19620241,0.25425686833333333
" male partner up in the air and place one of the testicles into a  object.

",0.3938069,0.20857176,0.96612865,0.19082227,0.347825,0.075706325,0.36381015083333335
" hurt,  it’ll be you that ends up in prison, it",0.43552935,0.28399947,0.049595293,0.79423106,0.14726707,0.17608638,0.3144514371666667
" racist comment can  have many meanings, but it must not go unchallenged.",0.35793343,0.1519641,0.042987242,0.067068115,0.086480476,0.42768195,0.1890192188333333
 I don't’t know what it is like when”we’re supposed to,0.08272304,0.029788462,0.05537564,0.06444005,0.047666352,0.08998195,0.06166258233333333
" underwear and moved it in and out of her  underwear in an ""aggressive"" way as he forced",0.5801066,0.36124858,0.68307716,0.51735514,0.38899237,0.1652649,0.4493407916666666
" a  urinary catheter into his urethra, a point in the body at the base of",0.6047679,0.41485724,0.8998427,0.3132486,0.5023604,0.16376339,0.48314003833333335
‘‘‘ ‘‘ and a ‘,0.025150489,0.010810433,0.0283188,0.025187634,0.013144486,0.026326949,0.0214897985
" to use on”me.”

",0.04275951,0.014193596,0.045478497,0.04082581,0.021057678,0.031781677,0.03268279466666667
 of white privilege complain about how their lives are being taken from them and oppressed by an  white male,0.60470873,0.41030216,0.15494135,0.4701141,0.24896944,0.8008965,0.4483220466666667
" perform a sex act on him and then tried to rape her while  it was happening, police said",0.8606264,0.7638666,0.9474458,0.91432226,0.6934704,0.5745068,0.7923730433333334
"  his body doesn't work, and he’ll never have a job because he doesn't",0.29317492,0.09180443,0.37390012,0.17379194,0.16209768,0.07717158,0.19532344499999998
" bill, the bill and we'll f— it.""
",0.1207687,0.07559505,0.22190098,0.1677106,0.22057056,0.04274997,0.14154930999999998
" mixtape that they called Black Market, and we called  that. We",0.14956295,0.054785736,0.0750876,0.040591422,0.107135706,0.21205108,0.106535749
"! ‘It was a bit of a problem when I arrived, although it wasn’t",0.07099738,0.029366974,0.046972144,0.045608208,0.053599495,0.05296802,0.0499187035
" with low sexual desire, but  I think it's because I've never seen them in person,",0.52216035,0.2756728,0.9034813,0.24080646,0.4502331,0.21156675,0.4339867933333333
" Obama & Clinton in exchange for a place in Middle East which had nothing to do with them,�",0.44282869,0.27533454,0.15053073,0.38518766,0.27715835,0.40042198,0.321910325
" lungs out,"" he said.

McGill is expected to travel on Wednesday with his family",0.077407114,0.03074128,0.04424486,0.0794706,0.03237231,0.058685876,0.05382034
" as ""dog shitting,"" but it's really a matter of who exactly is doing the shitting",0.8355208,0.6244328,0.12299105,0.22414091,0.91128254,0.5780392,0.5494012166666667
" not a surprise we¸ve got one of the most generous parties of all time.""

",0.10294446,0.033466652,0.073964305,0.093503855,0.0481598,0.049595825,0.06693914949999999
" of you and you should be f---ing grateful  to me,"" he said.

He",0.46665862,0.27467087,0.2037895,0.25761458,0.5605804,0.1278849,0.31519981166666666
 ,0.05944112,0.025209943,0.059199914,0.077610366,0.04347006,0.033472553,0.049733992666666664
" hippies, think again – they have more blood on their hands than  the Taliban."" ""I",0.6234319,0.42185488,0.09417664,0.56088203,0.19954942,0.6820948,0.43033161166666667
" just doing my job right now.""

The affidavit says Zeug said he was at the scene",0.0821187,0.030809702,0.1095462,0.10053301,0.047849968,0.04726255,0.06968668833333334
" people of larger size is a  pervert

If you think this list is too long,",0.69542736,0.49051803,0.58293086,0.21229514,0.43644467,0.4022155,0.4699719266666667
" fun to experiment on, but the  a few words of wisdom I've picked up over the years",0.07392379,0.029733008,0.07345648,0.14129344,0.054918844,0.037596453,0.0684870025
",  one-dimensional person,"" he says.

In college, his friends",0.12225924,0.059901085,0.078775376,0.10660968,0.0973709,0.075026006,0.08999038116666667
" see  much more,"" the boy's mother called the police, who, in the end, arrested",0.2242181,0.122073784,0.08208012,0.31901225,0.08974816,0.2151606,0.175382169
 s***'  and then went on to discuss how “Hillary Clinton is 'one of,0.62121356,0.40989232,0.3961139,0.12215048,0.7315639,0.24083428,0.42029474000000006
" dejected bird to”""  of the chat box to ”This poor bird,�",0.3009955,0.197518,0.16133232,0.19958214,0.22452043,0.13707986,0.20350470833333334
 and Kelly’s  of the '90s and saying she 'took a hit',0.14985323,0.074087635,0.060526505,0.4275156,0.08729687,0.09668333,0.149327195
"” I said,” ”but  it's not fair,” ”",0.058296286,0.022513002,0.049820114,0.037845813,0.030021574,0.086934336,0.04757185416666667
" that son of a b---- off the field right now?'"" he said. "" 'He's fired",0.42846704,0.25443542,0.0757732,0.34084344,0.17982654,0.13527936,0.23577083333333335
" and crawled to the water,  in front of her husband, who got out of bed to join",0.371363,0.16598552,0.39927638,0.15455765,0.21629411,0.13427487,0.24029192166666669
", man"" type of date rape.

Like",0.7646504,0.55213773,0.92006356,0.7631607,0.6222302,0.31149903,0.6556236033333334
"  a-holes.

""In the end, it wasn't just about getting four wins",0.24060597,0.13915591,0.38091394,0.16736338,0.25072646,0.109291516,0.21467619599999999
"  you guys fight each other, it's going to be so good.

",0.55132324,0.4149134,0.57172704,0.7672653,0.35475892,0.19341561,0.4755672516666667
" a nice small titties getting  paid to suck a cock at home, you know you want",0.9480856,0.80814576,0.9908025,0.2679036,0.95081645,0.28864375,0.7090662766666668
" the  sex toy in her butt with a stick, and whether they had ever put a stick up",0.93268,0.80814576,0.9900772,0.49800226,0.87703633,0.28676167,0.7321172033333333
"u-t-t-t-s,” ”cunts,” �",0.95751816,0.85782176,0.943203,0.22308558,0.97444415,0.5919921,0.7580107916666666
" be touched.

When I did what I did",0.15106204,0.089469105,0.41603142,0.3027337,0.13152249,0.08262616,0.1955741525
"queer” on the morning of March 12.

",0.017707922,0.008782479,0.18588023,0.008892329,0.015397764,0.009212124,0.040978808
" of them, ""We don’t have any more cops,""  according to the video.",0.20069617,0.1210237,0.130785,0.29329166,0.12693788,0.22033554,0.182178325
"Go home"" to the officers near the  centre.

""It was a big crowd and",0.09571868,0.036110807,0.032489754,0.0847955,0.030982038,0.096270055,0.06272780566666668
 his own hand  after he fell in love with a girl,0.31089434,0.12440616,0.68371606,0.2120901,0.24563952,0.17296456,0.29161845666666664
" wack, I still gots tha bigger sack. The worldz aghast at dem yo",0.47896373,0.29177308,0.4920288,0.25645527,0.48833588,0.18543981,0.3654994283333333
" bigot,

He added: ""You just can't  not believe it.""

He",0.3516012,0.08859661,0.040429704,0.095703036,0.12341,0.102421254,0.133693634
 agree to  this ’it will change everything in the world for us. ‖ ‖,0.1532202,0.07364139,0.080549985,0.1874281,0.10822685,0.10576836,0.1181391475
" a while. Get back into a routine.

",0.21250325,0.109763764,0.09577341,0.24046917,0.09889485,0.108891636,0.14438268
", 'I'm going to  get my gun and shoot these n****r in their f****",0.9480856,0.9073775,0.59676516,0.9762162,0.90507877,0.5107608,0.8073806716666666
" please”

",0.033886693,0.012422289,0.04631315,0.047961514,0.025298618,0.024404386,0.03171444166666667
" told you so"" at  a Calgary Stampede parade was sentenced to six months of probation Friday",0.07432634,0.023423163,0.028480293,0.10173965,0.028368643,0.028238902,0.0474294985
" wear her clothes and to have sex with him,  according to the criminal complaint.

Rose",0.7179422,0.48990488,0.93873084,0.2818532,0.5089943,0.22794917,0.5275624316666666
" murder one another over their common  genes.

",0.54112834,0.41635615,0.050320167,0.87981015,0.25873,0.17757888,0.38732061449999994
" fake security are in a pitched battle,.""I think it's going to be a great show",0.11434899,0.048110988,0.03659139,0.17927349,0.05918262,0.078329906,0.08597289733333335
ass piece of design  and you get to tell the world on your own terms what it means to,0.83379775,0.5309135,0.9464367,0.11561384,0.8803937,0.15320729,0.57672713
",” ""

""I was so fucking excited to be ”reached by the",0.7697066,0.6178612,0.41657108,0.13156834,0.91128254,0.18019031,0.5045300116666667
" fall headlong on the edge of a cliff?""

""It was a long time ago,""",0.2043356,0.1315415,0.07947012,0.5579831,0.07501394,0.07258321,0.18682124499999997
" ”ass hole.‭ ‬"" ‭‹He‭ ‬d",0.950409,0.7911207,0.9863063,0.20985675,0.95767707,0.30249295,0.6996437950000001
" your life,"" he said.

""I",0.15429986,0.06830856,0.06932462,0.28895977,0.062227573,0.0315962,0.11245276383333334
".""

""Ah, I think it",0.067190416,0.028281901,0.071547255,0.08156876,0.04729493,0.04857861,0.05741031200000001
" he's not to ever try and  speak on my behalf.

I'm not going to",0.12792231,0.0437542,0.1280521,0.09641111,0.07707566,0.07296394,0.09102988666666667
  people’s champion.‖‖‖‖‖‖�,0.5154597,0.33237872,0.18218355,0.32018334,0.4202032,0.429026,0.36657241833333337
"  Islamophobic and/ or anti-Semitic,"" he said on
",0.488896,0.3575251,0.102001,0.31482986,0.2120602,0.7240696,0.3665636266666666
" things in the future to keep  the people interested,"" he said.

The new",0.07575367,0.036472484,0.07415014,0.19415377,0.05929618,0.041698694,0.08025415633333333
you to a Fat Admirer: https://pastebin.com/3u5sF,0.4624593,0.2005406,0.12186456,0.0745787,0.18787108,0.18062173,0.20465599499999998
"  to find out what's happened to a lot of the cast.


So far, it",0.070999056,0.03107912,0.10371147,0.07906753,0.037931517,0.053605407,0.06273235
" criminal. You want to  get away with this?,"" an arrest report said.

But",0.30416417,0.1094488,0.044424202,0.28391773,0.06451782,0.071773104,0.14637430433333334
" what I want,  but if you don't like it, I'm going to make you regret",0.45240444,0.2450063,0.24279238,0.7606552,0.21939494,0.17542318,0.3492794066666667
" hip-hop community to ”get it together, get a sense of perspective,” to",0.06226757,0.02073085,0.09814412,0.05278339,0.032376308,0.04599723,0.05204991133333334
 you’re not American. ‭I want you to know I,0.40965515,0.242431,0.075922504,0.24281971,0.16055419,0.5390784,0.278410159
  a woman like a piece of meat and she has done nothing about it or she has been treated,0.52139544,0.28014877,0.5410658,0.2874507,0.3284555,0.44346878,0.40033083166666666
"'d sell my children for a bowl of noodles,"" the paper said, quoting a Facebook post by police",0.24329725,0.1475766,0.080827646,0.49844956,0.0844022,0.17541978,0.20499550599999997
"  how you got your penis out.

",0.9231156,0.6113519,0.99153286,0.15186393,0.8491924,0.17947887,0.6177559266666667
" orgasms are a given here  in her solo action.

A woman who enjoys playing with",0.53490317,0.25633505,0.92006356,0.2508324,0.481955,0.29205483,0.4560240016666666
 of her hips and felt the shape of her hips and  felt the shape of her hips and felt,0.33786505,0.2244149,0.7529226,0.26659843,0.3124432,0.12006976,0.33571898999999994
" a total fuckwit because he's very easy  in the head.


b.

",0.9647127,0.85346025,0.5389135,0.5729273,0.9746655,0.5012853,0.734327425
" complaining about how bad  it is for the world.""

""He doesn't have a brain",0.5399054,0.18598144,0.066906326,0.09751736,0.33735302,0.21934141,0.24116749266666668
" just doesn’t get why this is such a big deal?

Yeah, you are",0.11393947,0.034337196,0.043544378,0.03568287,0.049488787,0.0366923,0.052280833500000005
"  you're not black, I don't want to see you around me, and then when I",0.7093121,0.52718997,0.19783302,0.35953194,0.39991575,0.8632592,0.5095069966666667
" not because I don't think it is important, but because I think this is a valid point that",0.081754476,0.028915837,0.06537309,0.06699157,0.073204406,0.07099528,0.06453910983333333
"-hungry,  one-legged womanizer who would have made the cover of every magazine in",0.5052954,0.27144453,0.17959131,0.22762331,0.24777278,0.27199468,0.2839536683333333
" cities.""

But the Russian leader was undeterred, saying he would not start World",0.15222836,0.061019383,0.035881862,0.13041921,0.061085604,0.2100682,0.10845043650000001
  it's where they do live stream and play games. This place is where my,0.073808454,0.04042751,0.052010797,0.161528,0.052206155,0.040312592,0.070048918
" capable of doing  it,",0.06592574,0.023517132,0.059868626,0.061964586,0.043578904,0.030739391,0.04759906316666666
" this massive stick and I doubt  it will ever grow any smaller,"" he said.

The",0.15252855,0.07199476,0.17347343,0.13984974,0.09924299,0.054990098,0.11534659466666668
" to have to look at it for a while.""

""But you only",0.07330563,0.026365295,0.10102167,0.10071488,0.037178278,0.03216037,0.061791020499999995
"  it is,"" he says.

""I think if we",0.058632653,0.024139836,0.06214054,0.09874511,0.044836815,0.030020503,0.0530859095
" ""I Am Michael Jordan,""  as it was installed in the University of California's student center.",0.023114815,0.006614638,0.014834189,0.015197356,0.009610185,0.016427075,0.014299709666666667
" “ber""  among other things",0.07051412,0.030665899,0.16764487,0.083833165,0.06376197,0.051152278,0.077928717
" pay the tax  now, I'll go to the banks and",0.06084163,0.018062929,0.01738291,0.06894172,0.016111607,0.0470599,0.03806678266666667
" ethnic Danish].""

""The article was written by a Danish journalist, but it has",0.16705091,0.09382761,0.07698488,0.1572248,0.08608768,0.26165068,0.14047109333333332
" sluts,  for starters, and you’ve called women you don't like thin pigs",0.9340625,0.80200905,0.6662089,0.18841867,0.95371735,0.8629005,0.7345528283333334
" upset and  it looks like he is going to do something to those guys!

[23",0.274978,0.20505212,0.2744499,0.5489551,0.2382281,0.18377335,0.2875727616666667
"'ve experienced a good orgasm  in bed.

Want to know more about vaginal orgasms?",0.9083444,0.6256831,0.9908025,0.16678992,0.876051,0.1349195,0.6170984033333333
 I want  some money to,0.08191324,0.033508234,0.10203069,0.12531933,0.05682823,0.04613141,0.07428852233333333
" fbi, war, american empire, auschwitz

",0.40318242,0.33839285,0.24335854,0.68259764,0.2632685,0.43849668,0.3948827716666667
 going to hit you with some serious stick. ’Why do you still think me  you little,0.8060606,0.6392755,0.20895626,0.9570354,0.40568355,0.17959262,0.5327673216666667
" [Facebook]; you have no place here,"" one user wrote under the headline, ""No One Here",0.1525549,0.038286813,0.0178361,0.07757282,0.02878354,0.054627743,0.06161031933333333
" privates, and took off his uniform and took it off himself as his  underwear was now exposed",0.518891,0.3498072,0.8478105,0.4983962,0.39439738,0.11491484,0.4540361866666667
" your bum and try new things.""

",0.67213154,0.3985584,0.87430674,0.35749835,0.51814944,0.12099548,0.4902733249999999
 love to put on their hats  #miami pic.twitter.com,0.15341657,0.096313156,0.5091884,0.29009658,0.20607421,0.10668133,0.22696170766666665
 you're on the train to your next destination with a smile on your face and a load in your,0.3740456,0.21567181,0.5019849,0.41018367,0.19555508,0.07996235,0.2962339016666667
".""

And I didn't like

It was a shame how many Asian girls",0.41334096,0.17196502,0.09025494,0.112053744,0.15245108,0.5459514,0.24766952399999997
" person who doesn't understand  what it means to have a child.

‹›",0.30992964,0.097050644,0.08449254,0.15137485,0.1443655,0.1593518,0.157760829
" ""I'm waiting for someone to **** my ***********.""


""He has a very",0.4468172,0.35050544,0.56806254,0.24024245,0.5757129,0.16863242,0.3916621583333333
" you were a kid and no-showed  to a family funeral.

Anonymous 07/",0.4625368,0.24599807,0.054424427,0.60384196,0.14126453,0.13258052,0.27344105116666667
","" he said, ""I think you're going to have some issues.""

",0.10144906,0.029628994,0.026468523,0.115286216,0.03915664,0.033227496,0.05753615483333333
"  pervert for doing something like that, but it doesn't bother me at all.

",0.6337806,0.39486533,0.5568158,0.27605677,0.43996832,0.40840927,0.4516493483333333
" bitches in the hood, I got my bitches in Brooklyn/I got my niggas",0.95598096,0.8531959,0.68371606,0.19644815,0.9743988,0.93013626,0.7656460216666666
" bastard"" he screams and then  it is revealed that the whole thing was a set up to look",0.79766196,0.56719244,0.16766559,0.2895292,0.8497381,0.17976037,0.4752579433333333
  a goat during the battle of Thermopylae in 490 B.C.,0.06627011,0.016143426,0.051263265,0.023169037,0.017247355,0.006127143,0.030036722666666668
 a  truck on a day's notice and pick up a load and go home. ‘That,0.100816965,0.045904797,0.053725775,0.09893301,0.046823584,0.07907394,0.0708796785
  don't know it's a pit.,0.16578348,0.066151775,0.108067915,0.17693326,0.13360202,0.080625705,0.12186069249999999
" in the  sense of a threat, of a threat to your life.

The point is",0.256661,0.14240056,0.029164173,0.591676,0.070142664,0.05107722,0.19018693616666668
"  the ""son of a whore"".

Trump, who was elected in November, has",0.95410883,0.8012449,0.6828081,0.0761129,0.9580502,0.58523935,0.6762607133333334
 that’ll be the last,0.06279614,0.026299048,0.06266964,0.10504977,0.043847963,0.038601693,0.05654404233333333
"  don't know what I'm talking about as a consumer of a product, I can't help",0.10988038,0.036281988,0.0556297,0.07802931,0.061651744,0.07347837,0.06915858200000001
" ain't no hitta

But what is hitta Bulba?",0.08122173,0.025344934,0.07018119,0.053829502,0.03916926,0.04780746,0.052925679333333336
" and turn the machine on."" She said she was so surprised she just  told the speaker to turn",0.110719375,0.036529373,0.14046395,0.063395694,0.051051047,0.06254212,0.07745025983333333
" I thought was  the end.

""I didn't know what was going on,"" he",0.04696459,0.014468228,0.035809193,0.07045041,0.026244659,0.016434021,0.035061850166666665
" hot, big milk tits so you can take  the last drop out. ’ I know you",0.85489446,0.576374,0.97415346,0.33569458,0.86226,0.2172226,0.6367665166666667
" you get out of here,” but the other took offense at this,  saying, �",0.40310827,0.25372517,0.15992586,0.25134057,0.30117399,0.25067684,0.26999178333333335
" that makes a sound when I  ejaculate and it also plays a song on it.""
",0.7228008,0.30637187,0.97149086,0.06652655,0.74325556,0.061517633,0.4786605454999999
" political  elements behind him, are the ones who are going to pay for it,"" he said.",0.102102324,0.033599246,0.077396914,0.08828328,0.043129787,0.06717812,0.06861494516666666
" a rapper his main goal was to be a film star.""  it was actually a little sad that",0.08703686,0.024045857,0.09724121,0.045482352,0.048682332,0.04543644,0.0579875085
" and hair all  down to her anal, so if you've got a fetish for something like that",0.9480856,0.76386404,0.9908025,0.3853556,0.91836625,0.33700937,0.7239138933333332
" soft youll be able to  give me a blow job.""

",0.6600319,0.4645087,0.7893632,0.57524276,0.5498701,0.2860903,0.5541844933333334
" depraved human creatures""

""Well, you know, I don't",0.69542736,0.48024964,0.48480567,0.3066294,0.6222302,0.48215443,0.5119161166666667
" it's  so much better than this, she's so much better than this.

�",0.6023604,0.36696634,0.16137776,0.3266377,0.50903976,0.47701538,0.40723289
" t-shirt, ‬and ‮dumb t-shirt.‭ ‬ ",0.8256454,0.38616306,0.1591214,0.08172979,0.69309914,0.14504124,0.38180000499999994
" of books, watchin TV, playing videogames, doin 'roid stuff,  don't",0.0958128,0.03403872,0.07838454,0.09157873,0.06666121,0.04001787,0.06774897833333333
" what we needed to know,” and I was glad to hear it.

But I",0.03650338,0.018058497,0.034248162,0.10938086,0.02329197,0.018596305,0.04001319566666667
" can't wait to join them.""

For more coverage on",0.079131044,0.029199522,0.05058256,0.16083768,0.02766156,0.048938602,0.06605849466666668
" and anus,  according to the report.

The teenager was taken to hospital and treated",0.80080676,0.57781726,0.9559835,0.50219256,0.783563,0.18802406,0.63473119
 think it's time to go ahead and  say goodbye to old,0.0596482,0.020080702,0.03156346,0.12884031,0.021513188,0.028527224,0.04836218066666667
" you""  as he punched his own leg with his left
",0.6232545,0.40794966,0.18372755,0.91432226,0.19966193,0.16587487,0.41579846166666673
" but  we have no proof, just a legend",0.050247572,0.016019154,0.029182144,0.06272829,0.020065507,0.04358304,0.03697095116666666
" a fucking party in my office and then  getting up and walking out?"" he says.

",0.93232936,0.77347845,0.56900764,0.19641303,0.96887034,0.36995256,0.6350085633333333
" in the rain.""

",0.033285566,0.008047789,0.027881173,0.0279004,0.011656837,0.012929993,0.020283626333333332
" AFTER THEIR NICE WELCOME TO FITNER,  I",0.14924318,0.083350055,0.11909791,0.2451458,0.10501254,0.093799226,0.1326081185
" I'm from the hood,"" some have pointed out that there was an air horn as well.
",0.059133507,0.021713218,0.077869,0.05680845,0.034646124,0.038144227,0.04805242099999999
" body,"" says  Jairam Raghavendra, who spent six months tracking down the man",0.15514956,0.055416558,0.18264347,0.22007239,0.08582692,0.07894226,0.12967519300000002
" a  50 Cent bullet.

",0.24938768,0.17039911,0.0615253,0.76770955,0.08976882,0.06853605,0.23455441833333335
" my back and I tried to  make it stop.

He was so",0.12664643,0.049186278,0.10797116,0.13361579,0.087733515,0.03511547,0.09004477383333336
" charge of this.

",0.07355354,0.02243597,0.032063376,0.08567451,0.03043685,0.027716685,0.045313488500000006
"  people.

The people who think they are smarter than everyone else, they are wrong",0.31089434,0.09990486,0.029382234,0.099677436,0.1017735,0.25587243,0.1495841333333333
" while she does it, and uses",0.1143365,0.04769393,0.12774342,0.12204988,0.09998836,0.06610416,0.096319375
 try to make use of the awesome  a new tool that was created by a guy named Michael H,0.15204658,0.07323752,0.20092444,0.10521185,0.14678745,0.1137306,0.13198974
" c-ck-slut cunt' and other  such messages.

""I was so",0.9596012,0.89362836,0.97149086,0.2563075,0.9794318,0.5057593,0.7610365033333334
" a career, but in the end, it isn't.""

Pamela Williams, another",0.054473218,0.011658674,0.019641561,0.03308821,0.014224593,0.018525243,0.025268583166666667
