Sentence,toxicity,severe_toxicity,sexually_explicit,threat,profanity,identity_attack,Average
" ""Berners!"" before a short break. It was not the most uplifting scene the day before",0.09674851,0.056986913,0.08091684,0.11746786,0.07128601,0.11277946,0.08936426549999998
 to his girlfriend's photos on Facebook and pretending it's some new and interesting new game is super lame,0.666487,0.307735,0.4876936,0.17041895,0.5731884,0.2257593,0.4052137083333333
 negative feedback that is coming my way. However I'd rather not go there. The idea that I,0.086844996,0.040505826,0.07231084,0.15060201,0.06332173,0.053245533,0.07780515583333335
 it's still okay because of your ‘lifestyle‖? And how did you even get,0.15100591,0.037643466,0.06114876,0.042882223,0.05833163,0.07664683,0.07127646983333334
"-ass black person was out there in New York City with a chainsaw or a torch?
",0.8355208,0.6838723,0.80963737,0.42874473,0.83224595,0.8632592,0.7422133916666667
" bastard!‬ ""This show brings out the worst in people, I hope everyone has fun because",0.9011269,0.68497,0.13432416,0.66821736,0.88042706,0.4298383,0.6164839633333333
 racist and a terrorist and screamed at her on a bike. One of them even broke her glasses and,0.69542736,0.5111483,0.09665488,0.35688084,0.28059027,0.64119714,0.43031646500000004
",” and ‬‼sag-eyed‼,” in addition to",0.104231946,0.053650383,0.065946005,0.07268933,0.054277,0.09500614,0.074300134
 the hottest amateur porn! Get your Free Sex Chat Access and get your Free Sex Show on Porn Hub,0.8606264,0.75393105,0.960068,0.40692583,0.783563,0.3904349,0.6925915300000001
"-load of work.

I think, if you had a group of 10 people who wanted",0.12572269,0.06625149,0.12744546,0.16634403,0.10094043,0.07726268,0.11066113
" shit‬ and the most ignorant, evil, corrupt and lazy public official in the country.
",0.93232936,0.7530104,0.10412355,0.25095034,0.93128836,0.4421743,0.568979385
" on top of me"" during the flight, according to the filing.

The woman said after",0.10529365,0.058225654,0.09016847,0.11060245,0.06935321,0.18409109,0.10295575400000001
" as: 'Die, or we will kill you in your own home.'

Police say one",0.8840585,0.7638202,0.038707364,0.986512,0.31361598,0.2255625,0.535379424
" of bitches.""

And again in August, Trump suggested violence against NFL players who kneel",0.94992846,0.8065118,0.42136425,0.27900234,0.95757204,0.6762035,0.6817637316666666
" SHIP OF LIFESTYLE? NO, BECAUSE THAT'S EXACTLY",0.15397279,0.10415033,0.114211135,0.2535163,0.11019051,0.17248896,0.15142167083333333
"ck the police! F*ck your police!¨

Another banner, seen by BuzzFeed,",0.9263948,0.89362836,0.7407407,0.76815844,0.90692663,0.45505244,0.781816895
" the White House I'm gonna have a ‪#FuckYouObama‬.""

The",0.9018062,0.68014336,0.3370901,0.20349887,0.9559142,0.3142151,0.5654446383333334
" ""tough boy.""

""You gonna eat this.""

""Mitt is good",0.15799588,0.08091778,0.08212482,0.2529285,0.0935305,0.16510677,0.138767375
" horse, a rabbit and a child: it's time to become the world's most badass man.",0.51652247,0.32769084,0.31660402,0.3110334,0.61382073,0.2787368,0.3940680433333333
 is being a porn star AND a whore … I'm not the first person to get hooked by the,0.8959474,0.76387364,0.8946418,0.19122429,0.91128254,0.64396256,0.7168220383333335
" WHITE GAY WHITE MEN have to SAY about black people, it's just wrong — it's not",0.8355208,0.786686,0.47782308,0.20226575,0.69309914,0.93422276,0.654936255
" her penis without a full understanding of sexual arousal. Even if one knows how something feels to be,",0.93279254,0.6845875,0.99246716,0.13588822,0.88241684,0.18945733,0.636268265
 index finger and gently rub the head of your penis against the back of an instrument similar to a dental,0.956046,0.81707853,0.9913751,0.53239846,0.92678523,0.31471255,0.7563993116666667
" all the attention—which is not your fault.

7. What Are Your Personality Traits",0.3748958,0.21262568,0.11450349,0.10181701,0.17692241,0.13386206,0.185771075
" racist response to the incident that went down at Trump Tower last week, in which he told a black",0.61178446,0.38074246,0.14979376,0.19443473,0.26792878,0.754211,0.39314919833333334
" I‰m not really‰up for‰this‰.‰"" The",0.0758369,0.023590226,0.032568976,0.05676029,0.035826117,0.03381932,0.043066971499999995
" underwear and stuck it into her. She said it was like the size of a quarter.

",0.1677482,0.07591115,0.34536546,0.103048146,0.122247726,0.09246095,0.15113027199999998
" an external urinary canal or a catheter. When he was in pain, he usually went from the",0.24154983,0.22683711,0.26805177,0.42209882,0.16951846,0.34648246,0.27908974166666667
"loon. ‡‥I felt totally intimidated, I wanted to run away into the house",0.44380724,0.20629044,0.07802004,0.43635058,0.15779124,0.11051846,0.23879633333333336
‖‧s asshole!‖…‏. ‖‏Him,0.9771256,0.8636909,0.9388142,0.55444497,0.97479326,0.42642915,0.7892163466666666
" who aren't happy with their place in the world whine and spout their ""I told you so",0.26854357,0.08283158,0.20582595,0.1784423,0.10586461,0.09843787,0.15665764666666668
" watch while he abused her.

The unnamed defendant, of Harrogate, North Yorks",0.41646972,0.24334364,0.3404925,0.71067756,0.17431606,0.14545621,0.3384592816666667
" he can't afford it. The only thing he can afford to buy is women, and he doesn",0.15272044,0.054016285,0.11517917,0.07486553,0.062800616,0.2765814,0.12269390683333332
" president"" underneath an image of a protester in a ""Trump"" shirt.

The photo —",0.10586363,0.03884719,0.087916866,0.03606815,0.053907033,0.05665213,0.06320916650000001
" album, and released it to the world. It took 4 years from the production to release, but",0.062375225,0.036244057,0.111317635,0.094499215,0.06985609,0.02859167,0.06714731533333333
", ‘Oi bicute girl! ‘I thought you were a girl.
",0.54736876,0.35208142,0.45774657,0.23324376,0.290461,0.55528367,0.4060308633333333
" who don't even seem to get it. I always just get to the punchline, ""I",0.08805845,0.031180866,0.06612296,0.08926029,0.044571377,0.062705256,0.0636498665
 virtue of how this President's political supporters have become the enemy. He was saying what was already a,0.15480985,0.04527379,0.024582896,0.09159473,0.0486113,0.07976085,0.07410556933333333
" mouth off.""

Tornado, a member of L.A.'s local pro basketball",0.15181577,0.063203566,0.1593647,0.13748738,0.07336303,0.0727655,0.10966665766666667
" as shit that tastes like shit. ""Strawberry shit"" is shit people think of as the",0.94992846,0.752352,0.21336395,0.10633283,0.98340124,0.3673652,0.5621239466666667
 cool to be a homophobe if it is in your heart but not cool if it's just,0.6622588,0.402181,0.35475203,0.3557813,0.41150597,0.6659236,0.47540045
" of each and every one of you.

It's the right thing to do.

",0.10536641,0.050136272,0.07919994,0.16578062,0.06521334,0.05557329,0.086878312
 one….  It was one of the most unapologetically ‘funnest  ,0.071590744,0.030107783,0.10813019,0.07112651,0.053795896,0.054875333,0.06493774266666667
" hippies who need to find another cause, the Occupy Wall Street (OWS) movement is a",0.26917464,0.09591536,0.04528267,0.12223278,0.087364905,0.26408002,0.14734172916666669
" on here every day""

Zeug is also listed as a former staff member for other pornographic",0.08903028,0.0366792,0.16161056,0.06838617,0.04994962,0.076360576,0.08033606766666668
 fat people is gross and probably a transmisogynist Trans people with a history of self-harm,0.8712926,0.7126069,0.34691635,0.3586691,0.69308853,0.92455935,0.651188805
" male than female. However, just like the female genitals, the clitoris or glans of a",0.83529544,0.67019373,0.9651972,0.39137673,0.76610655,0.62130535,0.7082458333333334
", snobby kid.

After I graduated high school I moved out with my fiancé and",0.453772,0.28136405,0.28668073,0.532457,0.32322216,0.20945063,0.3478244283333333
" have sex with you in school tomorrow,"" the girl became the victim of cyberbullying. ""She",0.69542736,0.36942747,0.92006356,0.34002647,0.4197923,0.39290088,0.5229396733333334
" ‬ trash‬. The CNN host said ""He's a liar and he's a liar",0.88824683,0.43305865,0.06778228,0.16401942,0.3386502,0.18898915,0.34679108833333333
" poor innocent girl!! and please show up at next meeting*!


★Don't tell me",0.31089434,0.18946952,0.17071278,0.23959188,0.22477709,0.24801467,0.23057671333333332
" her ""worst date."" When asked how Regis felt about the experience, she’s quick",0.32484797,0.09665681,0.13427615,0.05695732,0.15322217,0.14406642,0.15167113999999998
" you fucking piece of shit…""

On May 5, a former Trump campaign manager was arrested for",0.9791969,0.891151,0.47510883,0.19688955,0.9834686,0.55102295,0.6794729716666666
" that son of a bitch off the field right now, out, he's fired."" There would be",0.9156528,0.7983167,0.3340712,0.5386568,0.93452376,0.5011912,0.6704020766666666
" in an attempt to push him off, but she missed, and as his hands pulled her over to",0.15551805,0.07448276,0.14940561,0.4434244,0.081193425,0.04737341,0.15856627583333335
"""). This is when the men are like, ""yeah, she liked it. She wanted to sleep",0.19029038,0.07929934,0.27980676,0.18137194,0.12678339,0.21504728,0.178766515
 morons.,0.9459576,0.4993345,0.059862692,0.13697794,0.8304421,0.2376093,0.4516973553333334
" who will win. It's the NFL preseason, not the Finals anyway so who gives a shit.",0.90174234,0.53325003,0.07395304,0.06701846,0.96233714,0.224111,0.4604020016666666
 glasses who loves to lick guys while they masturbate... and now he's not sure if it's,0.93278074,0.80814576,0.9908025,0.42205372,0.91128254,0.5412526,0.7677196433333333
" them in the eye or grabbed them by the groin.

Men who received penis-size advice",0.8037297,0.5768123,0.97149086,0.4727388,0.7422003,0.30323622,0.6450346966666667
"cups” and ‬l-l-look in the mirror,” “",0.17400138,0.08870556,0.14050008,0.13153978,0.115027115,0.17369893,0.13724547416666666
" be touched.

Just because someones doing what you request, that doesn’t mean",0.05966853,0.02091469,0.16197735,0.04938969,0.036171608,0.02372345,0.05864088633333333
"faggot‧ by the bouncer after he got too close to the men

Police",0.8785311,0.76775014,0.5457693,0.30828592,0.876051,0.92215836,0.7164243033333332
" to ""f--- off,"" as the officers attempt to help him. Click was subsequently arrested on charges",0.31711194,0.23743881,0.14746758,0.17751117,0.43628043,0.092131875,0.2346569675
"Britain First"" to the gathering at London Bridge.

A British Muslim activist who is speaking for",0.1544848,0.057754025,0.024507474,0.04473959,0.03742557,0.30300778,0.10365320650000003
 her own hand to marry a boy who had already been through the'marriage' ceremony,0.2734964,0.15924795,0.4194669,0.29676697,0.1817144,0.21665704,0.25789161
" wack, I still gots tha bigger sack. Yeah. Y'all KNOW dat shit,",0.9480856,0.6807982,0.30030793,0.1319824,0.97491384,0.2096098,0.5409496283333334
" racist, sexist misogynist. You are the worst.

My point being, that no matter",0.88824683,0.6358257,0.33664775,0.037093293,0.4865879,0.8008965,0.5308829955000001
" go you‖ll die.

WITNESS DANNY AFFLECK,",0.9059269,0.80814576,0.15639761,0.9745629,0.7285038,0.29024288,0.6439633083333333
" a moment, because it has nothing to do wiht a ""nail file!"" What it does",0.06504441,0.02509681,0.047833126,0.12012938,0.02702494,0.031482775,0.0527685735
" ""Stop killing our people and make Detroit great again,"" the government said — prosecutors say one man posted",0.4031021,0.24097258,0.058577847,0.72555965,0.13316162,0.26549804,0.30447863950000004
! We need protection!” “We're going home!” “Get us,0.032667153,0.01487248,0.026874144,0.04206954,0.018551439,0.03712174,0.028692749333333333
 just f-ed them in her mouth‖ has been sentenced to a few months in jail.,0.51268226,0.39016694,0.3269609,0.5345845,0.31314602,0.1740438,0.37526407
" watch her take showers and showers during the day at her home, provide him with handshakes she",0.24084766,0.10549052,0.12405518,0.18250439,0.15744267,0.112274215,0.15376910583333334
" murder each other in order to survive, not to prosper. Human beings should not stand by allowing other",0.7980206,0.77529097,0.17758481,0.9570354,0.40383247,0.58523935,0.6161672666666668
 promoter should be asked [by HMRC] what they were doing – if it was [a subsidy,0.1537437,0.111457,0.18041319,0.27263287,0.12815991,0.13969119,0.16434964333333332
"ass piece of sportswear for the day, and you get to wear a totally unique take on",0.82078576,0.59001845,0.940992,0.13790192,0.876051,0.13665785,0.5837344966666667
",‼ and told her to go to hell because she had to do what she was told by",0.53490317,0.32586434,0.09023138,0.40831774,0.50906163,0.23351468,0.35031549
" get this close to me??? I don't want anyone getting close enough to touch me, let alone",0.2820063,0.11918319,0.37243965,0.22657134,0.13792071,0.11070407,0.2081375433333333
" idiot‖.‖ [‖‭]

‖‖† But",0.9480856,0.6998622,0.16045475,0.24384952,0.876051,0.31120387,0.5399178233333333
" your fucking life with their bullshit. You did not do that shit to be the best, you did",0.98654056,0.907637,0.47680232,0.50564057,0.9886027,0.48029602,0.7242531950000001
"."" She smiled with a giggle.

""Like maybe your balls are really small."" She",0.8255084,0.6122194,0.96583074,0.33767858,0.82648027,0.25688744,0.6374341383333334
" as well, so we are gonna just go ahead and stay on it so whatever I’ve",0.08176834,0.042125873,0.12771682,0.199389,0.062826596,0.056360785,0.09503123566666666
 moron on the outside anymore. It'll become a second job.,0.8606264,0.5511994,0.0841431,0.31746563,0.73035765,0.3820248,0.48763616333333326
" homophobic, xenophobic, Islamophobic, you've probably even been told you're absolutely wrong. But",0.744828,0.5285866,0.22257343,0.12440906,0.38557306,0.8622589,0.47803817500000007
" fucking things for me to stay with them,"" he says.",0.9156528,0.67978805,0.48506954,0.26315132,0.9729012,0.21703069,0.5889322666666666
"Off Friend: The Truth about Sperm Donors, from the mouths of real women: fat_",0.6972373,0.5150855,0.8777541,0.34190962,0.6772683,0.58523935,0.6157490283333333
" to work. (Chorus) And if you wanna make it easy, it's gonna be easy",0.073257565,0.045559715,0.10313917,0.18157397,0.06909969,0.07490018,0.09125504833333332
" coward.‹

Vom Rath was shot in the neck and killed. Then, the",0.9017874,0.70310235,0.023966542,0.9755692,0.30811778,0.15311229,0.5109425936666666
" my job, and you pay"" and it's just become obvious to me that in modern society we",0.106899984,0.039532255,0.071738504,0.104756854,0.07187617,0.08752351,0.0803878795
 room who think “words “do”not”matter;” on the,0.10157528,0.031964775,0.05475942,0.043120887,0.047546145,0.07049801,0.05824408616666666
" I'm a f*cking American, and these are just the ones I care about because I want",0.8939817,0.76140934,0.49780843,0.32665288,0.92729104,0.69096905,0.6830187400000001
 every woman that looks good in her thong as a human being/bitch or they try to,0.90020096,0.70472324,0.8494624,0.29071468,0.90428704,0.6299134,0.7132169533333332
" want to take selfies with them"" and there were others who said ""we love you b*****s",0.65860844,0.6445684,0.63000643,0.4380952,0.75952387,0.2224416,0.5588739899999999
" me what ’is your problem?‡

I'm not your problem. I'm",0.21167134,0.046022907,0.04322517,0.0635022,0.08475623,0.05873717,0.08465250283333332
" anal is her way of showing her love.

She knows how to suck cock, and she",0.9570277,0.8416842,0.99290097,0.2710492,0.9583106,0.30758947,0.7214270233333333
" of her stomach.""

Lilly was left in pain after the assault, having to have surgery",0.15211074,0.05776792,0.069852345,0.24481854,0.039129615,0.08931222,0.10883189666666666
" 'out to lunch', who is unsympathetic to the idea of a fair deal; perhaps",0.15173796,0.047238007,0.058940522,0.10903602,0.09312451,0.08861191,0.09144815483333334
" on her ass all day, and only comes home late at night and eats like shit, she's",0.963555,0.8422229,0.9863063,0.3686209,0.97267354,0.32660586,0.74333075
 has never even seen a movie or TV series of any kind? Do you have no idea what feminists,0.3305221,0.1245278,0.053290203,0.1046565,0.116699845,0.5378136,0.2112516746666667
" I'm a bad person.""

As the conversation progressed, Wojan finally turned his attention",0.15310644,0.04970548,0.026588732,0.085657455,0.057738546,0.12734035,0.08335616716666668
 which is fucking fucked up. They're not talking about the site itself. They're talking about how,0.9480856,0.7756314,0.4689896,0.15634748,0.97732717,0.35853457,0.6141526366666668
"-hungry, greedy, greedy, greedy, greedy, greedy, greedy, greedy, greedy,",0.44246513,0.14086477,0.10144857,0.0834222,0.2578566,0.13483888,0.19348269166666665
 churches because I think the government needs an ideology... you have no religion so you have no reason to,0.3321269,0.17977187,0.047041673,0.098170444,0.083235584,0.5588474,0.21653231183333332
" is great because it isn't full of all these retards.

As a result of the",0.78256553,0.43570644,0.061921973,0.21606387,0.68802893,0.31476772,0.41650907716666663
" deaf, so stop trying to learn the sign language for idiots and don’t listen to them",0.8894528,0.5015787,0.026376503,0.1585925,0.7525699,0.40968904,0.45637657383333335
 and we can't take it anymore! You should've paid back the money you're supposed to be,0.15339951,0.049150534,0.037338205,0.16960227,0.07110047,0.056041162,0.08943869183333332
" to get killed and I can stop, but I don't know. I'm pretty scared. �",0.7093121,0.6008927,0.14200404,0.91432226,0.5083463,0.342637,0.5362524
"ian, so don't try to tell me what it is“).

It was almost",0.07182914,0.025452124,0.05845914,0.047671743,0.05054639,0.0619405,0.0526498395
" ""Fart!"" written on this banner of defiance. It was a more nuanced statement, an accusation",0.46969274,0.25531834,0.26478592,0.22397284,0.52897066,0.11439664,0.3095228566666667
" b****"" and ""shut up you gay"" during the assault inside the restaurant.

One",0.95883685,0.89362836,0.7193359,0.5390689,0.92259103,0.9430493,0.8294183900000002
" into a conservative, I'm going to give them the biggest goddamn wedgie they'll ever see,",0.8606264,0.66146153,0.27714348,0.39873013,0.93161774,0.32793224,0.57625192
" ethnic minority that is mostly Swedish], fuck you Danes and Danes racists and you Danes",0.95902056,0.88561785,0.68367344,0.45256457,0.95981175,0.9167741,0.8095770449999998
" slobs, and disgusting animals, I hope you are not referring to female journalists.

@",0.85908735,0.6622922,0.36843187,0.36540604,0.71701336,0.6833256,0.6092594033333333
" pissed. JG says, ""If anyone is going to complain, tell him it wouldn't be",0.46459442,0.26489475,0.1049935,0.25646454,0.5693147,0.12405571,0.29738627
"'re done!


And it's not just that the vulva glows; it's what",0.6364068,0.37668055,0.93873084,0.12966844,0.6538681,0.16802731,0.48389700666666663
“ this (‼All this‼) „N-L-A-Y,0.5630362,0.45716754,0.423649,0.4353852,0.5098087,0.32004732,0.45151566000000004
" mr. binder, alaska, binder-mormon-satan, lma",0.48367637,0.290549,0.14454634,0.15078671,0.26999524,0.49272054,0.3053790333333333
" gonna tell us about you. Don't be a nobody!""

‹Don't be intimidated",0.28479666,0.12171255,0.07279856,0.20968625,0.1236118,0.17003743,0.16377387499999999
" the Facebook page,"" says Mr. Johnson, who runs a popular political blog called ""Black People,",0.023305574,0.012793845,0.0507272,0.006444249,0.0119689,0.017185606,0.020404229
" penis, which was very large and not covered with clothes"" and ""then the child, after he",0.9238961,0.63980687,0.9949772,0.17910992,0.9066618,0.1830798,0.6379219483333333
" your couch.' They got it. They understood what was going on. They understood that, with God",0.20882204,0.09269645,0.1109062,0.07271138,0.12979706,0.14301811,0.12632520666666666
" had beef, but for some reason they think the best way to deal with it is by throwing shots",0.31089434,0.21801291,0.2134148,0.6367033,0.18225817,0.15903877,0.28672038166666663
 you sit up in bed and have sex with a girl and she asks you what you want to do,0.8355208,0.6375675,0.97149086,0.338837,0.7201064,0.3897192,0.6488736266666667
","" she said. ""So I made them come, too.""

The day she and A",0.08798039,0.036932018,0.072171755,0.16940144,0.041022796,0.04169089,0.07486654816666667
" old bigot! — Donald J. Trump (@realDonaldTrump) January 22, 2017",0.35197642,0.12316481,0.027775653,0.09213381,0.11287135,0.115493275,0.13723588633333336
" ""I'll send it right to your f****** ******* face that's what I'm going",0.883597,0.8047338,0.68371606,0.51232815,0.9066618,0.21726233,0.6680498566666667
" you put it all on the line like that.

Anonymous 01/18/17 (Wed",0.13738118,0.06256114,0.06787444,0.14751758,0.077527344,0.074441604,0.094550548
", as a person with a full-on, total, lifelong, career, no, you cannot",0.15798044,0.053539503,0.049609385,0.09375742,0.059110425,0.049747847,0.07729083666666667
 pervert. He's such a pervert if he thinks I can come on you in the bath,0.8606264,0.7639905,0.84736556,0.5592223,0.6905938,0.5512484,0.7121744933333334
" hoes from the hood/Pimp ass N.Y."" was a thing?",0.8355208,0.4803359,0.9539163,0.08525836,0.9066618,0.20689787,0.578098505
 cunt! YOU are a traitor! I thought you had done your bit. I thought you belonged here,0.966799,0.91905266,0.90085196,0.42132795,0.97132075,0.52991754,0.7848783100000002
" stray by the film's titular zombie, so we wanted to do something similar to him, namely",0.30307436,0.10324755,0.04798798,0.16033198,0.123782225,0.11454519,0.14216154749999999
 your fucking pick of fucking places. ‘They didn't have any control over what they were doing,0.9535212,0.8416842,0.4726463,0.12759393,0.9750864,0.39855954,0.6281819283333333
" yell at the fighters. They actually do have some good ideas! In fact, we've been seeing",0.0762337,0.04020162,0.07661184,0.09856531,0.053516313,0.072677225,0.06963433466666667
" this would be the first time I'd heard him do it all together with his partner, and the",0.103887,0.04840312,0.24868181,0.16559416,0.08397885,0.04898625,0.11658853166666668
" a ""son of a whore.""

""He also said that the reason why he was so",0.9326981,0.76399314,0.6831487,0.11296843,0.9559142,0.5566899,0.6675687450000001
" this is a good one.”

I do. Of course I do. When you",0.052019566,0.022032171,0.045967396,0.07159285,0.025367307,0.02177978,0.03979317833333333
" pain in the arse when it comes to deadlines, this new adventure was quite the leap-
",0.8355208,0.6189232,0.955258,0.519699,0.876051,0.18625706,0.6652848433333334
" to the head nigga Nigga, I hate you nigga So if I don't show up",0.9605326,0.89362836,0.27960393,0.4373533,0.9158641,0.96805567,0.7425063266666667
", which, depending on what brand it is, is going to be very uncomfortable to wear, so",0.05878299,0.020036753,0.022043457,0.08743066,0.022446014,0.021754924,0.038749133
" fucking assholes who go out and buy it all. What a fucking stupid thing to do.""
",0.9897058,0.9194354,0.6997744,0.32383913,0.989691,0.56789196,0.7483896150000001
 big MILF tits. *moan* Oh god... I'm gonna cum down your throat while,0.94992846,0.87204695,0.99021465,0.706595,0.93690646,0.4174404,0.8121886533333335
" you, eh?‹

‹They're probably just trying to help you.�",0.49257007,0.25795013,0.115346715,0.19831151,0.3210321,0.25033706,0.2725912641666666
 that has been created just for me which gives me the very best orgasms I've ever had.,0.66878104,0.25945342,0.9651972,0.15846583,0.6290656,0.09273766,0.46228345833333334
 political groups around him are fully aware of the danger he poses to them both as well as to the,0.14718957,0.06042064,0.08642095,0.18280485,0.09497027,0.11409956,0.11431764
" a poet lol


http://www.youtube.com/watch?v=H1c",0.07111744,0.02437719,0.042769384,0.040788263,0.0396971,0.061188698,0.04665634583333333
" toes, and breasts, to her butt plug and sucking the cock of a big dong.

",0.91474515,0.8049538,0.98236954,0.4639939,0.9066618,0.25778845,0.7217521066666667
" numb, you can jack you can jerk it until it takes a dump.""I could hear her in",0.7439972,0.47702926,0.7692651,0.49315074,0.6955429,0.2266956,0.5676134666666667
" worthless maggots, you stupid, pathetic, blood thirsty, cowardly, cowardice, weak little",0.9745325,0.91905266,0.23804626,0.51320714,0.85436934,0.83683574,0.72267394
" she's the best. She'll come in handy!

’LOL. What's",0.16279481,0.083815016,0.21070375,0.18052623,0.11336289,0.10961861,0.14347021766666668
" system.'""

Krauthammer also criticized Clinton's refusal to have the Democratic National Committee",0.08207813,0.020207359,0.024813257,0.06007589,0.019898506,0.03627388,0.040557837000000006
" of books like no where you could read.

No one knew what to do with these people",0.11249727,0.042174518,0.0695673,0.08337314,0.05370717,0.06043104,0.07029173966666667
" to.”

And then it happened, I swear to God. ”Bob,",0.030275853,0.011420677,0.02104714,0.022261133,0.022572536,0.026919108,0.022416074500000004
"'m the new fucking bitch.""

I'm not a rapper.

I'm a fucking",0.97853553,0.8219594,0.6834587,0.14985435,0.98851234,0.59015006,0.7020783966666667
", vagina and anus and kissed her on her vaginal area. She later wrote him a letter expressing her",0.9156528,0.7638864,0.99021614,0.3034619,0.87424654,0.15219809,0.6666103116666667
" dont think u could go a day, ever in a blue moon without seeing more of you. -",0.18475224,0.072027035,0.13606854,0.11649409,0.1215439,0.054909207,0.11429916866666667
" you.""

There are few people on Twitter who would claim to be surprised by this kind of",0.12862463,0.040814716,0.029359808,0.08005846,0.07888896,0.042526003,0.06671209616666667
